tweetID,tweetURL,user,tweet,tweet_translated
1.80569809179585E+018,https://x.com/Peter_Savege/status/1805698091795849409,Peter_Savege,"@Nompu1234 The ANC doesn’t equate to Black People of South Africa, there are at least 18 parties… The DA loots too, Gugulethu, Nyana, Khayelitsha, etc all those places haven’t change much since the when the ANC run them… unemployment and crime in Westen Cape is just as bad!'","@Nompu1234 The ANC doesn’t equate to Black People of South Africa, there are at least 18 parties… The DA loots too, Gugulethu, Nyana, Khayelitsha, etc all those places haven’t change much since the when the ANC run them… unemployment and crime in Westen Cape is just as bad!'"
1.81799727603748E+018,https://x.com/OdumegwuOjukwu_/status/1817997276037484837,OdumegwuOjukwu_,"@ZNakhane @madala76742214 @afroghanga @Official_MissSA In South Africa, Basically the white occupied areas where you black slaves are not allowed to litter with bastard kids. She's not parading in Delft and Khayelitsha settlements.'","@ZNakhane @madala76742214 @afroghanga @Official_MissSA In South Africa, Basically the white occupied areas where you black slaves are not allowed to litter with bastard kids. She's not parading in Delft and Khayelitsha settlements.'"
1.6558748274531E+018,https://x.com/nicdb/status/1655874827453095937,nicdb,@LetsFreeTheCape @BrashRational @realRobertCK @Our_DA Western Cape is an artificial administrative entity of South Africa and has only existed since 1994. It has no history as a nation or state of its own and has no right to secede from SA any more than Khayelitsha or Constantia can secede from Cape Town.',@LetsFreeTheCape @BrashRational @realRobertCK @Our_DA Western Cape is an artificial administrative entity of South Africa and has only existed since 1994. It has no history as a nation or state of its own and has no right to secede from SA any more than Khayelitsha or Constantia can secede from Cape Town.'
1.81673731302562E+018,https://x.com/Newzroom405/status/1816737313025622325,Newzroom405,"[WATCH] The Khayelitsha Magistrate's Court is expected to hand down judgment in the bail application of Athule Mtsha and Sithisa Masiko. The two face a string of charges for their alleged role in the murder of 3 children and one adult at a barbershop in Site C, Khayelitsha last https://t.co/KCnslW0BBt'","[WATCH] The Khayelitsha Magistrate's Court is expected to hand down judgment in the bail application of Athule Mtsha and Sithisa Masiko. The two face a string of charges for their alleged role in the murder of 3 children and one adult at a barbershop in Site C, Khayelitsha last https://t.co/KCnslW0BBt'"
1.85081359253207E+018,https://x.com/News24/status/1850813592532070778,News24,"Just days after two mass murders in the Western Cape, provincial police are on the hunt for gunmen who shot three people dead in Site C, Khayelitsha, on Sunday evening. | @Lisaleesolomon1 https://t.co/hixBThkm2r'","Just days after two mass murders in the Western Cape, provincial police are on the hunt for gunmen who shot three people dead in Site C, Khayelitsha, on Sunday evening. | @Lisaleesolomon1 https://t.co/hixBThkm2r'"
1.69781070607306E+018,https://x.com/MSNSouthAfrica/status/1697810706073063741,MSNSouthAfrica,A 25-year-old woman from Somerset West was left severely injured and traumatised after she was brutally attacked for allegedly rejecting the advances of an unwanted suitor in Khayelitsha. https://t.co/YgfWqhsQ94',A 25-year-old woman from Somerset West was left severely injured and traumatised after she was brutally attacked for allegedly rejecting the advances of an unwanted suitor in Khayelitsha. https://t.co/YgfWqhsQ94'
1.68742225739454E+018,https://x.com/MSNSouthAfrica/status/1687422257394536448,MSNSouthAfrica,"Cele said his pain goes to people of Langa, Gugulethu, Khayelitsha where people who try to help others get to work or school are stopped, assaulted and their vehicles destroyed. https://t.co/lnw9KAaxpe'","Cele said his pain goes to people of Langa, Gugulethu, Khayelitsha where people who try to help others get to work or school are stopped, assaulted and their vehicles destroyed. https://t.co/lnw9KAaxpe'"
1.72008099697515E+018,https://x.com/KhayelitshaE/status/1720080996975149363,KhayelitshaE,Worst pain is that we as citizens of South Africa can’t even watch this because of loadshedding. 😩🙆🏾‍♂️ #RWC2023 https://t.co/iWX9J4US3p',Worst pain is that we as citizens of South Africa can’t even watch this because of loadshedding. 😩🙆🏾‍♂️ #RWC2023 https://t.co/iWX9J4US3p'
1.5242693118582E+018,https://x.com/GraemeRauby/status/1524269311858196480,GraemeRauby,Seven years after the #Khayelitsha Commission of Inquiry into Police Ineffencies and still no permanent SAPS station in Site C. There's a mobile one in Makhaza. All the info government needs is there. We should prioritise this Cape Town landmark &amp; stop playing politics.',Seven years after the #Khayelitsha Commission of Inquiry into Police Ineffencies and still no permanent SAPS station in Site C. There's a mobile one in Makhaza. All the info government needs is there. We should prioritise this Cape Town landmark &amp; stop playing politics.'
1.52465893071399E+018,https://x.com/ewnupdates/status/1524658930713985024,ewnupdates,No breakthroughs yet in Khayelitsha Site C mass shooting https://t.co/hCPqSrXMTT https://t.co/BoH5sit9Vo',No breakthroughs yet in Khayelitsha Site C mass shooting https://t.co/hCPqSrXMTT https://t.co/BoH5sit9Vo'
1.52463528644086E+018,https://x.com/ewnupdates/status/1524635286440857600,ewnupdates,No breakthroughs yet in Khayelitsha Site C mass shooting https://t.co/0Ds4S9b239 https://t.co/GACdGmehVm',No breakthroughs yet in Khayelitsha Site C mass shooting https://t.co/0Ds4S9b239 https://t.co/GACdGmehVm'
1.67116437340937E+018,https://x.com/cashandpeace/status/1671164373409370114,cashandpeace,Nyanga is the murder capital of South Africa. where is Hanover Park and Eldorado Park? Gugulethu and Khayelitsha? Diepsloot and Alex?',Nyanga is the murder capital of South Africa. where is Hanover Park and Eldorado Park? Gugulethu and Khayelitsha? Diepsloot and Alex?'
1.52483028548503E+018,https://x.com/BongzzTheGreat/status/1524830285485027328,BongzzTheGreat,"ooSisi base Khayelitsha e Site C ""izondthatha ndilapha ngakwa Msiya"" indlela inje, uqonde xawnoleqwa nge gun awunolenza tu ixesha kweza potholes 😅😅😅 https://t.co/g14OhdWf9L'","Site Scaleries in the Site C ""The way is, the way, understands when gun could not make time for potholes 😅😅😅 😅😅😅://t.co/g14ohdwf '"
1.6883198211449E+018,https://x.com/AxolileNotywala/status/1688319821144895488,AxolileNotywala,What’s happening in Cape Town right now is heartbreaking 💔. Site C in Khayelitsha. Hearing the about the levels of crime and violence there and in other townships 😢. KZN riots levels now. The people continue to bear the brunt of it all while politicians sleep nicely.',What’s happening in Cape Town right now is heartbreaking 💔. Site C in Khayelitsha. Hearing the about the levels of crime and violence there and in other townships 😢. KZN riots levels now. The people continue to bear the brunt of it all while politicians sleep nicely.'
1.66858723374029E+018,https://x.com/anamafalda1992/status/1668587233740292097,anamafalda1992,South Africa: Former PSL Coach Shot Dead at Tournament in Khayelitsha https://t.co/FBb8lv5UKL #newspapers #feedly',South Africa: Former PSL Coach Shot Dead at Tournament in Khayelitsha https://t.co/FBb8lv5UKL #newspapers #feedly'
1.70984757270826E+018,https://x.com/ActionSocietySA/status/1709847572708262307,ActionSocietySA,The murder case of Nosiphiwo James will be heard in the Khayelitsha Court today. The 29 year-old was allegedly stabbed to death by her boyfriend in May 2022 in Taiwan informal settlement in Site C. The man accused of killing Nosiphiwo was arrested following cooperation between https://t.co/QIfaIBw9Sn',The murder case of Nosiphiwo James will be heard in the Khayelitsha Court today. The 29 year-old was allegedly stabbed to death by her boyfriend in May 2022 in Taiwan informal settlement in Site C. The man accused of killing Nosiphiwo was arrested following cooperation between https://t.co/QIfaIBw9Sn'
1.70625944168164E+018,https://x.com/ACEMIDIAN/status/1706259441681637804,ACEMIDIAN,"@kmosebetsi @Our_DA I reside in South Africa, which is the reason why I can tell you about the Western Cape. As it relates to Mngeni municipality, eMpophoneni is part of it but, like Khayelitsha in the WC, it is neglected because Black people who reside there don't control the dominant narrative.'","@kmosebetsi @Our_DA I reside in South Africa, which is the reason why I can tell you about the Western Cape. As it relates to Mngeni municipality, eMpophoneni is part of it but, like Khayelitsha in the WC, it is neglected because Black people who reside there don't control the dominant narrative.'"
1.80081927484568E+018,https://x.com/919News_/status/1800819274845675698,919News_,Western Cape police have arrested two people in connection with the mass shooting in Khayelitsha over the weekend. Four people including minors aged between 5 and 12 were shot dead in Site C on Saturday.#919News https://t.co/Y9ZtMLKFdu',Western Cape police have arrested two people in connection with the mass shooting in Khayelitsha over the weekend. Four people including minors aged between 5 and 12 were shot dead in Site C on Saturday.#919News https://t.co/Y9ZtMLKFdu'
1.80525330771726E+018,https://x.com/1human22/status/1805253307717259286,1human22,@TUMOPHONIK @MYANC Khayelitsha Nyanga and Cape Flats are way better than ANCEFF destroyed rest of South Africa. This is KZN 👇🏻 https://t.co/YtjWRMz8Eu',@TUMOPHONIK @MYANC Khayelitsha Nyanga and Cape Flats are way better than ANCEFF destroyed rest of South Africa. This is KZN 👇🏻 https://t.co/YtjWRMz8Eu'
1.68736524647675E+018,https://x.com/talk2akplug/status/1687365246476746752,talk2akplug,18 Profitable Small business ideas to start in South Africa in 2023 with little capital https://t.co/dkzMAyUK5o ^^ ^^ Nasty C Uncle Waffles Kelvin Momo Khayelitsha Julius Kelly Khumalo Zandi Mthokozisi Thwala Longwe Anele Kwa Langa Cape Town #TaxiStrike | #SenzoMeyiwaTrial',18 Profitable Small Business Ideas to Start in South Africa in 2023 With Little Capital Https ://t.co ^^#Sezumiwatric '
1.55741568275263E+018,https://x.com/EFF_Cape_Metro/status/1557415682752626690,EFF_Cape_Metro,"ICYMI An elderly from ward 18, Site C in Khayelitsha, Zone 6 states that how they have been raised and how the youth of today is totally different. She argues that the parenting skills have shifted #EFFWomensDay #EFFCapeMetroWomensDialogue https://t.co/uzGqONUXgO'","ICYMI An elderly from ward 18, Site C in Khayelitsha, Zone 6 states that how they have been raised and how the youth of today is totally different. She argues that the parenting skills have shifted #EFFWomensDay #EFFCapeMetroWomensDialogue https://t.co/uzGqONUXgO'"
1.66026759504656E+018,https://x.com/EarthHistoryPix/status/1660267595046563842,EarthHistoryPix,"Noluyanda Mqutwana dances outside her two-room family shack in Khayelitsha, one of the poorest black townships outside Cape Town (South Africa 2000) From u/SteO153 https://t.co/xyH6r6kHxe'","Noluyanda Mqutwana dances outside her two-room family shack in Khayelitsha, one of the poorest black townships outside Cape Town (South Africa 2000) From u/SteO153 https://t.co/xyH6r6kHxe'"
1.78938158911532E+018,https://x.com/ActionSA_WC/status/1789381589115318285,ActionSA_WC,💚From winter donations in Xakabantu and Redhill to visibility drives in Atlantis and Khayelitsha the Green Machine is hard at work. Let's Fix our province and South Africa🇿🇦 https://t.co/xp406O881V',💚From winter donations in Xakabantu and Redhill to visibility drives in Atlantis and Khayelitsha the Green Machine is hard at work. Let's Fix our province and South Africa🇿🇦 https://t.co/xp406O881V'
1.6679587782584E+018,https://x.com/UnplayableZA/status/1667958778258399232,UnplayableZA,"𝗦𝗔𝗗 𝗡𝗘𝗪𝗦 Former Steenburg United &amp; Real Kings coach has sadly passed away. ""He was shot today at Site C Stadium in Khayelitsha after a game. The police are still investigating what happened,"" confirms our source. May his soul RIP. https://t.co/7Lh8PhE6aH'","𝗦𝗔𝗗 𝗡𝗘𝗪𝗦 Former Steenburg United &amp; Real Kings coach has sadly passed away. ""He was shot today at Site C Stadium in Khayelitsha after a game. The police are still investigating what happened,"" confirms our source. May his soul RIP. https://t.co/7Lh8PhE6aH'"
1.75095845546717E+018,https://x.com/South_in_Land/status/1750958455467167829,South_in_Land,"@thedjexcess @Our_DA @ANCParliament Western Cape ain't good, it has suburbs like any other province in South Africa, and also has shakes, i.e., Khayelitsha...'","@thedjexcess @Our_DA @ANCParliament Western Cape ain't good, it has suburbs like any other province in South Africa, and also has shakes, i.e., Khayelitsha...'"
1.65669922757617E+018,https://x.com/Rifak_Mod/status/1656699227576172545,Rifak_Mod,@Eskom_SA Every day we have an extra hour+ of unscheduled power outages in Khayelitsha Site C. I think Eskom deliberately cuts power to make up for COCT demand. I mean Khayelitsha clearly is the toothless dog to Eskom compared to COCT. Else a solution would've been founds months ago',@Eskom_SA Every day we have an extra hour+ of unscheduled power outages in Khayelitsha Site C. I think Eskom deliberately cuts power to make up for COCT demand. I mean Khayelitsha clearly is the toothless dog to Eskom compared to COCT. Else a solution would've been founds months ago'
1.68827156706148E+018,https://x.com/msngangqu/status/1688271567061483520,msngangqu,Now Khayelitsha Site C Plaza Shopping Centre is burning. People are literally burning what feeds them. Black on Black Violance #TaxiStrike https://t.co/4aZjmwcpiG',Now Khayelitsha Site C Plaza Shopping Centre is burning. People are literally burning what feeds them. Black on Black Violance #TaxiStrike https://t.co/4aZjmwcpiG'
1.71504569020677E+018,https://x.com/mlondol98199606/status/1715045690206769541,mlondol98199606,@ChristianEls22 @CapeTown @askashbroker @CityofCT Got to philippi and go to Langa go to Samora..Cossovo or site c in Khayelitsha okanye uvale umlomo wakho',@ Christianels22 @capetown @cityofto @cityoft got Philippi and GO Philippi and GO to sammora..cossovo or site c In Khayelitsha
1.79358489670071E+018,https://x.com/lam_Lloyiso/status/1793584896700711182,lam_Lloyiso,"@_idyanSbo Apha khayelitsha site C Nolungile station, kukho tactical Armed Response, zixwayile eziya makhe baye kuzo benze amalinge🤣😂'","@Y_IDANESBO KNAYHANS STANDELING STATE CARY STATION, THERE THE TACTICT ARMENSE, are firmly to do to them"
1.80885930580374E+018,https://x.com/ClownSeekers/status/1808859305803739179,ClownSeekers,"🚨Khayelitsha, Cape Town, South Africa🇿🇦 No-Go Zone area‼️ ©️ https://t.co/wIs4vqLh6I #TumiTH #loveisland #TVKVijay #Elections2024 #LiemaPantsi #competition Rulani Sundowns Gauteng Muvhango Edgar's ANC GP https://t.co/RDZgkumiR5'","🚨Khayelitsha, Cape Town, South Africa🇿🇦 No-Go Zone area‼️ ©️ https://t.co/wIs4vqLh6I #TumiTH #loveisland #TVKVijay #Elections2024 #LiemaPantsi #competition Rulani Sundowns Gauteng Muvhango Edgar's ANC GP https://t.co/RDZgkumiR5'"
1.79832907450466E+018,https://x.com/Centrust/status/1798329074504663168,Centrust,@yomgqashiyo Khayelitsha has tripled in population in the last 10 years. The DA can't fix the state of South Africa.',@yomgqashiyo Khayelitsha has tripled in population in the last 10 years. The DA can't fix the state of South Africa.'
1.77302592962472E+018,https://x.com/BantuBo18/status/1773025929624715752,BantuBo18,@goolammv Why do you have to lie that is Kuwait Taxi Rank in Site C Khayelitsha CT and that is not the guy you talking about. Umanga awani?',@goolammv Why do you have to lie that is Kuwait Taxi Rank in Site C Khayelitsha CT and that is not the guy you talking about. Umanga awani?'
1.78736759625953E+018,https://x.com/AHT_YssY/status/1787367596259528847,AHT_YssY,"@AldrinSampear A glimpse of what is to come under the DA, a burning South Africa. We'll now get to witness Khayelitsha on a full blown scale.'","@AldrinSampear A glimpse of what is to come under the DA, a burning South Africa. We'll now get to witness Khayelitsha on a full blown scale.'"
1.57964878534439E+018,https://x.com/Zitha28519477/status/1579648785344385025,Zitha28519477,@TakaTina1 Is this Khayelitsha site C by N2',@TakaTina1 Is this Khayelitsha site C by N2'
1.7723412323305E+018,https://x.com/xebooze/status/1772341232330498241,xebooze,"@SAPoliceService You need to deploy more police in khayelitsha site b and sitec c, you need to deploy more police in masiphumelele in fishoek'","@SAPoliceService You need to deploy more police in khayelitsha site b and sitec c, you need to deploy more police in masiphumelele in fishoek'"
1.83238794549332E+018,https://x.com/ta_marah7/status/1832387945493319859,ta_marah7,"@BoerSoul @Maps_rza You don't know South Africa, come to Khayelitsha, I'll teach you'","@BoerSoul @Maps_rza You don't know South Africa, come to Khayelitsha, I'll teach you'"
1.70454498794421E+018,https://x.com/SipiwoLolo/status/1704544987944206615,SipiwoLolo,"@matsi_moswane Khayelitsha umhlaba ka Codeta. Haibo I'm in Cape Town, should have said you're in Site C, I would have come interview you Mhlekazi.'","@matsi_moswane Khayelitsha umhlaba ka Codeta. Haibo I'm in Cape Town, should have said you're in Site C, I would have come interview you Mhlekazi.'"
1.65515961316198E+018,https://x.com/SandileMakeba/status/1655159613161984006,SandileMakeba,"List of the 10 biggest slums in Africa by population 1. Kibera, Kenya 🇰🇪: 700,000 2. Mathare, Kenya 🇰🇪: 500,000 3. Ajegunle, Nigeria 🇳🇬: 500,000 4. Shomolu, Nigeria 🇳🇬: 400,000 5. Khayelitsha, South Africa 🇿🇦: 400,000 6. Cazenga, Angola 🇦🇴: 400,000 7. Makoko, Nigeria 🇳🇬: https://t.co/VQk7UebLsx'",Error in translation
1.85095596758186E+018,https://x.com/pluggandhi/status/1850955967581864275,pluggandhi,"List biggest #Slums in the world and its population - 1. Orangi Town, Karachi, #Pakistan - 2.7 Million 2. Ciudad Neza, Mexico City, #Mexico - 1.5 Million 3. Dharavi, Mumbai, #India - 1.2 Million 4. Kibera, Nairobi, #Kenya - 900K 5. Khayelitsha, Cape Town, South Africa- 600K'","List biggest #Slums in the world and its population - 1. Orangi Town, Karachi, #Pakistan - 2.7 Million 2. Ciudad Neza, Mexico City, #Mexico - 1.5 Million 3. Dharavi, Mumbai, #India - 1.2 Million 4. Kibera, Nairobi, #Kenya - 900K 5. Khayelitsha, Cape Town, South Africa- 600K'"
1.75738043824119E+018,https://x.com/ELFSouthAfrica/status/1757380438241185811,ELFSouthAfrica,"ELF on the ground, Khayelitsha we are here. Amandla!! #ELF #TheNextStepIsChange #elfsouthafrica https://t.co/ZauxRsjEU4'","Olf on the Ground, Khayhelsha of Are Here.Power !!#Elf #thenextepischange #elfsouthafricica https://t.co/zauxsjauxsjau4 '"
1.53669581042713E+018,https://x.com/dlokolosimbong1/status/1536695810427129857,dlokolosimbong1,@Rolling_LALA Khayelitsha Island Site c https://t.co/zLD70g2SsJ',@Rolling_lula Khayelitsha Island site c https://t.co/zld70g2sssss
1.72139459515245E+018,https://x.com/Constitution_94/status/1721394595152449837,Constitution_94,@shanecogs Why shacks in Khayelitsha Site C 17 years since the DA led the place?',@shanecogs Why shacks in Khayelitsha Site C 17 years since the DA led the place?'
1.62575626276687E+018,https://x.com/boriwondo/status/1625756262766870530,boriwondo,"@Sillymetal @MDNnewss This happened in Site C, Khayelitsha'","@Sillymetal @MDNnewss This happened in Site C, Khayelitsha'"
1.64688933846514E+018,https://x.com/bewilldered/status/1646889338465144832,bewilldered,"South Africa's cities still wear the scars of Apartheid spatial planning, even 30 years later. There have been some victories, e.g. the pedestrian corridor between Sandton and Alexandra, and the MyCitiBus connecting Khayelitsha with the City Bowl.'","South Africa's cities still wear the scars of Apartheid spatial planning, even 30 years later. There have been some victories, e.g. the pedestrian corridor between Sandton and Alexandra, and the MyCitiBus connecting Khayelitsha with the City Bowl.'"
1.70629871443891E+018,https://x.com/BenMenziwa/status/1706298714438905932,BenMenziwa,@lisah_ncube This is Harare in Cape Town South Africa a Township in Khayelitsha.',@lisah_ncube This is Harare in Cape Town South Africa a Township in Khayelitsha.'
1.66200504226465E+018,https://x.com/ActivateZA/status/1662005042264645632,ActivateZA,[SWIPE]. They came as one but they represent the complexities of what it means to live in South Africa as a young person. See highlights from our ACD in community training now on it's final day in Khayelitsha. #WeAREvoting #ThisFreedom #XRepo https://t.co/Z5zCAPvrOj',[SWIPE]. They came as one but they represent the complexities of what it means to live in South Africa as a young person. See highlights from our ACD in community training now on it's final day in Khayelitsha. #WeAREvoting #ThisFreedom #XRepo https://t.co/Z5zCAPvrOj'
1.6744209879313E+018,https://x.com/tessamuldvarp/status/1674420987931299843,tessamuldvarp,"If you're in Cape Town, see this film! Tomorrow at V&amp;A or Saturday at Bertha Khayelitsha. It's about the SKA radio telescope, the Karoo, the history of the universe, the relationship of science and Indigenous knowledge, postapartheid South Africa, and the spiritual realms.'","If you're in Cape Town, see this film! Tomorrow at V&amp;A or Saturday at Bertha Khayelitsha. It's about the SKA radio telescope, the Karoo, the history of the universe, the relationship of science and Indigenous knowledge, postapartheid South Africa, and the spiritual realms.'"
1.66181860811932E+018,https://x.com/buhle_sithela/status/1661818608119316480,buhle_sithela,"Vuma Pop-up Cinema 🎪🇿🇦🎭 Lunchtime, catering served in Khayelitsha. Child development, Nonprofit. South Africa. 🍽️🌄🙏 https://t.co/fl6Vkd4vzP'","Vuma Pop-up Cinema 🎪🇿🇦🎭 Lunchtime, catering served in Khayelitsha. Child development, Nonprofit. South Africa. 🍽️🌄🙏 https://t.co/fl6Vkd4vzP'"
1.76376595328688E+018,https://x.com/AceRawkus/status/1763765953286877489,AceRawkus,"@Gift_Makoti_ @Tonyjanuary Next time you're in Khayelitsha, go to Site C. It's very chilled.'","@Gift_Makoti_ @Tonyjanuary Next time you're in Khayelitsha, go to Site C. It's very chilled.'"
1.59537680385357E+018,https://x.com/Zongolo5/status/1595376803853570049,Zongolo5,@BongMelz Yazi sisi you remind me something there was this time she outburst in Site C Khayelitsha eKapa shawting a community member after he asked her about RDP houses she promised to build in the area yhoo she became very angry.',@BongMelz Yazi sisi you remind me something there was this time she outburst in Site C Khayelitsha eKapa shawting a community member after he asked her about RDP houses she promised to build in the area yhoo she became very angry.'
1.7345809766791E+018,https://x.com/WCLiveTraffic/status/1734580976679096781,WCLiveTraffic,SHACKS ALIGHT Site C Khayelitsha All services on scene Approach with caution ⚠️ Please allow Emergency Services right of way #JG #WCLiveTraffic #Bosbeer2006 #TaurusMedic #EWNTraffic #BokRadio #MikeCharlie1',SHACKS ALIGHT Site C Khayelitsha All services on scene Approach with caution ⚠️ Please allow Emergency Services right of way #JG #WCLiveTraffic #Bosbeer2006 #TaurusMedic #EWNTraffic #BokRadio #MikeCharlie1'
1.81292363120842E+018,https://x.com/TinaChigwada22/status/1812923631208415456,TinaChigwada22,"@daddyhope Well South Africa has a functioning national economy, but the family economy especially among the blacks is deplorable, even in Capetown which they sell as good good governance, life in blacks communities like Khayelitsha, Phillipe, Nyanga, Dunoon, Strand etc is so bad.'","@daddyhope Well South Africa has a functioning national economy, but the family economy especially among the blacks is deplorable, even in Capetown which they sell as good good governance, life in blacks communities like Khayelitsha, Phillipe, Nyanga, Dunoon, Strand etc is so bad.'"
1.6489745980781E+018,https://x.com/Survivorexit/status/1648974598078099457,Survivorexit,All day tournament in Site c #Khayelitsha thanks to @CityofCT and council ward 18 https://t.co/qXsPjZE0OX',All day tournament in Site c #Khayelitsha thanks to @CityofCT and council ward 18 https://t.co/qXsPjZE0OX'
1.68913859740688E+018,https://x.com/ScrollaAfrica/status/1689138597406875648,ScrollaAfrica,"The Nolungile Clinic in Site C, a vital lifeline for the Khayelitsha community, was burnt to the ground as the unrest born out of last week’s taxi strike continues to spread. https://t.co/R0QnuFQe0e'","The Nolungile Clinic in Site C, a vital lifeline for the Khayelitsha community, was burnt to the ground as the unrest born out of last week’s taxi strike continues to spread. https://t.co/R0QnuFQe0e'"
1.80611682787077E+018,https://x.com/oat2089/status/1806116827870765485,oat2089,"No-Go Zones | Khayelitsha, South Africa | Enter at Your Own Risk | Free ... https://t.co/ZmT0APzHFI via @YouTube'","No-Go Zones | Khayelitsha, South Africa | Enter at Your Own Risk | Free ... https://t.co/ZmT0APzHFI via @YouTube'"
1.79746967743596E+018,https://x.com/ngoepeamos48/status/1797469677435961525,ngoepeamos48,"@SaxXaba @MoyaProf Every province in South Africa is having its own “Khayelitsha’s”. Johannesburg is having many eg. Alexandra, Orlando East, Munziville (white squatter camp), Bekkersdal. Eldorado Park is as worse the Cape Flats. There are more black supporters in the DA than white supporters. 🤷🏽‍♂️🤷🏽‍♂️'","@SaxXaba @MoyaProf Every province in South Africa is having its own “Khayelitsha’s”. Johannesburg is having many eg. Alexandra, Orlando East, Munziville (white squatter camp), Bekkersdal. Eldorado Park is as worse the Cape Flats. There are more black supporters in the DA than white supporters. 🤷🏽‍♂️🤷🏽‍♂️'"
